BOARD;CHANNEL;TIMETAG;ENERGY;ENERGYSHORT;FLAGS
0;0;180584451744053;167;113;0x4000
0;0;180585439655155;65;56;0x4000
0;0;180586745974756;50;43;0x4000
0;0;180597117262467;140;117;0x4000
0;0;180608588191982;36;33;0x4000
0;0;180632840909468;18;21;0x4000
0;0;180637054716896;83;64;0x4000
0;0;180637612077577;39;38;0x4000
0;0;180644622744022;123;113;0x4000
0;0;180654761859702;39;38;0x4000
0;0;180656910063249;47;47;0x4000
0;0;180662598507827;36;31;0x4000
0;0;180664958272483;33;29;0x4000
0;0;180671284560897;62;50;0x4000
0;0;180679247071514;36;35;0x4000
0;0;180686602011952;21;22;0x4000
0;0;180689189196873;25;24;0x4000
0;0;180690836435405;42;40;0x4000
0;0;180690863710810;37;36;0x4000
0;0;180692094688960;74;49;0x4000
0;0;180702246037373;34;32;0x4000
0;0;180706260964229;268;235;0x4000
0;0;180707963439952;200;181;0x4000
0;0;180709110618576;66;56;0x4000
0;0;180710252769905;28;23;0x4000
0;0;180713354957232;41;41;0x4000
0;0;180725438902935;29;29;0x4000
0;0;180734075765358;53;51;0x4000
0;0;180738559198038;94;73;0x4000
0;0;180738589684499;40;33;0x4000
0;0;180738982692623;141;109;0x4000
0;0;180739115042001;57;50;0x4000
0;0;180741470457811;29;19;0x4000
0;0;180753134016709;70;63;0x4000
0;0;180755304864139;54;45;0x4000
0;0;180755964271022;144;130;0x4000
0;0;180763460289406;65;54;0x4000
0;0;180781250719482;58;56;0x4000
0;0;180782383410632;50;46;0x4000
0;0;180790185059216;58;37;0x4000
0;0;180790664770441;464;409;0x4000
0;0;180791735292603;371;307;0x4000
0;0;180806180858574;356;281;0x4000
0;0;180812182307101;368;315;0x4000
0;0;180819699659123;73;68;0x4000
0;0;180833203164385;409;357;0x4000
0;0;180834576817295;65;62;0x4000
0;0;180836090114225;118;99;0x4000
0;0;180840693932123;146;136;0x4000
0;0;180851697568842;42;25;0x4000
0;0;180864020387608;110;100;0x4000
0;0;180876913210874;132;106;0x4000
0;0;180880747805279;55;42;0x4000
0;0;180886516546882;75;57;0x4000
0;0;180888522272115;96;87;0x4000
0;0;180889247190858;56;52;0x4000
0;0;180891154014389;177;148;0x4000
0;0;180891693847084;312;258;0x4000
0;0;180893539909405;36;23;0x4000
0;0;180897082659748;24;26;0x4000
0;0;180903183363952;65;65;0x4000
0;0;180903994605295;59;59;0x4000
0;0;180908304550373;153;135;0x4000
0;0;180910735753116;98;88;0x4000
0;0;180912875955326;66;53;0x4000
0;0;180921467949639;101;87;0x4000
0;0;180929340839295;49;44;0x4000
0;0;180932689907140;47;37;0x4000
0;0;180935581854584;79;73;0x4000
0;0;180935899519546;54;49;0x4000
0;0;180945885542257;82;68;0x4000
0;0;180949169458365;85;75;0x4000
0;0;180950846700687;35;32;0x4000
0;0;180951369706000;74;60;0x4000
0;0;180955521005123;59;42;0x4000
0;0;180957571309273;157;127;0x4000
0;0;180959092164811;41;33;0x4000
0;0;180964966764248;79;47;0x4000
0;0;180977798692068;90;78;0x4000
0;0;180981816083576;81;70;0x4000
0;0;180984368069655;90;81;0x4000
0;0;180988480570568;76;68;0x4000
0;0;180998572607873;58;54;0x4000
0;0;181019808729256;371;317;0x4000
0;0;181023887454013;66;59;0x4000
0;0;181025210602763;389;342;0x4000
0;0;181036714369733;41;34;0x4000
0;0;181036744880346;278;214;0x4000
0;0;181048953405170;55;40;0x4000
0;0;181049561793999;42;38;0x4000
0;0;181064249069101;97;89;0x4000
0;0;181070245782107;83;78;0x4000
0;0;181073365955951;25;31;0x4000
0;0;181076739619374;124;106;0x4000
0;0;181076930413531;23;22;0x4000
0;0;181094579644451;40;39;0x4000
0;0;181107083595607;54;46;0x4000
0;0;181110846949342;66;54;0x4000
0;0;181127174543545;32;30;0x4000
0;0;181130895460834;338;300;0x4000
0;0;181143159364273;97;83;0x4000
0;0;181145788668810;53;43;0x4000
0;0;181147866676717;513;437;0x4000
0;0;181151165119091;26;28;0x4000
0;0;181152308317249;46;37;0x4000
0;0;181164272427639;45;35;0x4000
0;0;181168360234975;42;39;0x4000
0;0;181173689362228;366;302;0x4000
0;0;181185737707513;29;28;0x4000
0;0;181210927124740;95;83;0x4000
0;0;181234183409435;29;24;0x4000
0;0;181290682919076;65;47;0x4000
0;0;181293181048944;55;46;0x4000
0;0;181296499064623;44;37;0x4000
0;0;181298816978530;108;80;0x4000
0;0;181298845348078;70;63;0x4000
0;0;181300711683374;43;33;0x4000
0;0;181305571988936;30;33;0x4000
0;0;181305936017904;61;49;0x4000
0;0;181317953487920;365;285;0x4000
0;0;181319975255006;349;306;0x4000
0;0;181321053085076;75;67;0x4000
0;0;181324597228812;46;41;0x4000
0;0;181325497436170;156;133;0x4000
0;0;181328286200007;107;102;0x4000
0;0;181330830321514;21;23;0x4000
0;0;181332870544693;83;60;0x4000
0;0;181338777268741;106;96;0x4000
0;0;181362385177562;39;39;0x4000
0;0;181382617703109;57;43;0x4000
0;0;181398957148577;44;40;0x4000
0;0;181402514310280;47;45;0x4000
0;0;181410263656780;29;27;0x4000
0;0;181411181543108;38;38;0x4000
0;0;181417895733670;272;229;0x4000
0;0;181436798026966;63;45;0x4000
0;0;181441914355240;104;96;0x4000
0;0;181457049094354;376;316;0x4000
0;0;181475577617341;121;101;0x4000
0;0;181477434159670;72;53;0x4000
0;0;181483246396999;25;26;0x4000
0;0;181484895122522;63;52;0x4000
0;0;181500096195466;76;52;0x4000
0;0;181501332465623;26;22;0x4000
0;0;181503495609007;450;388;0x4000
0;0;181504635038526;449;386;0x4000
0;0;181508639698357;47;42;0x4000
0;0;181525979919233;58;58;0x4000
0;0;181535233087225;62;58;0x4000
0;0;181535691544295;51;46;0x4000
0;0;181546293040588;340;296;0x4000
0;0;181555065850006;93;86;0x4000
0;0;181560227496343;35;36;0x4000
0;0;181563176646046;44;42;0x4000
0;0;181563424041873;27;24;0x4000
0;0;181573069574638;46;38;0x4000
0;0;181577751325749;50;48;0x4000
0;0;181594785715484;36;40;0x4000
0;0;181597391215311;65;59;0x4000
0;0;181600559230046;68;63;0x4000
0;0;181606170535780;28;20;0x4000
0;0;181625511448701;41;37;0x4000
0;0;181627642496810;42;36;0x4000
0;0;181634792040709;171;126;0x4000
0;0;181636745188514;92;88;0x4000
0;0;181650693391060;49;32;0x4000
0;0;181656895276264;227;211;0x4000
0;0;181662648403888;99;82;0x4000
0;0;181665661139248;33;31;0x4000
0;0;181672331251366;390;318;0x4000
0;0;181686466383780;29;22;0x4000
0;0;181697470173092;45;31;0x4000
0;0;181697892324467;183;169;0x4000
0;0;181702297066050;662;586;0x4000
0;0;181705772304451;415;318;0x4000
0;0;181714207355982;36;34;0x4000
0;0;181721883670843;82;72;0x4000
0;0;181730523745717;29;33;0x4000
0;0;181734347557890;44;38;0x4000
0;0;181737042937130;97;73;0x4000
0;0;181746869163640;54;40;0x4000
0;0;181759817163115;54;54;0x4000
0;0;181778754543780;18;21;0x4000
0;0;181779204773607;50;39;0x4000
0;0;181779491641217;67;61;0x4000
0;0;181782492351655;31;32;0x4000
0;0;181786698253374;40;34;0x4000
0;0;181791348966221;99;89;0x4000
0;0;181791432300057;291;263;0x4000
0;0;181805528572522;63;54;0x4000
0;0;181815744723811;78;71;0x4000
0;0;181818773026452;24;30;0x4000
0;0;181825659519421;29;23;0x4000
0;0;181829106166409;537;412;0x4000
0;0;181833833923702;50;49;0x4000
0;0;181846642118447;394;336;0x4000
0;0;181849487325781;34;27;0x4000
0;0;181854141765397;172;143;0x4000
0;0;181854899401217;31;33;0x4000
0;0;181855901904018;306;254;0x4000
0;0;181859554116022;90;80;0x4000
0;0;181877784132261;558;489;0x4000
0;0;181894235802046;62;58;0x4000
0;0;181903144143795;127;111;0x4000
0;0;181904054118858;59;34;0x4000
0;0;181906434604311;66;51;0x4000
0;0;181912931020936;58;42;0x4000
0;0;181914236004257;80;66;0x4000
0;0;181916115860103;111;78;0x4000
0;0;181926423757272;291;260;0x4000
0;0;181928872989966;431;385;0x4000
0;0;181943258689264;53;47;0x4000
0;0;181946189431859;48;38;0x4000
0;0;181949464990654;38;37;0x4000
0;0;181951457899076;38;37;0x4000
0;0;181968061242998;63;49;0x4000
0;0;181989874349982;50;34;0x4000
0;0;181991814990608;150;131;0x4000
0;0;182000276771670;40;35;0x4000
0;0;182018521296459;141;105;0x4000
0;0;182033999903295;382;330;0x4000
0;0;182035106962389;103;84;0x4000
0;0;182041765347796;23;18;0x4000
0;0;182048359800272;89;69;0x4000
0;0;182061690497670;89;85;0x4000
0;0;182076086578201;76;64;0x4000
0;0;182084546404671;40;39;0x4000
0;0;182091957991226;397;345;0x4000
0;0;182095447924757;42;35;0x4000
0;0;182103883424159;373;307;0x4000
0;0;182121811305937;46;41;0x4000
0;0;182124666801890;92;79;0x4000
0;0;182125280404756;313;267;0x4000
0;0;182127559545162;90;70;0x4000
0;0;182127740400562;342;115;0x4000
0;0;182127921763952;43;31;0x4000
0;0;182147199129827;25;25;0x4000
0;0;182178610344320;76;64;0x4000
0;0;182181323654141;1516;1257;0x4000
0;0;182190556556467;36;34;0x4000
0;0;182197583298000;418;360;0x4000
0;0;182206544710866;142;121;0x4000
0;0;182206669895405;114;89;0x4000
0;0;182207225121734;58;47;0x4000
0;0;182209256102167;266;192;0x4000
0;0;182222476119514;82;70;0x4000
0;0;182229954355920;44;37;0x4000
0;0;182230545675217;58;52;0x4000
0;0;182241106870670;76;58;0x4000
0;0;182242109555365;76;74;0x4000
0;0;182244295828151;140;120;0x4000
0;0;182247131526733;50;45;0x4000
0;0;182267686062881;152;129;0x4000
0;0;182276080123530;97;77;0x4000
0;0;182294082225654;66;53;0x4000
0;0;182296311161029;33;29;0x4000
0;0;182302985619343;44;39;0x4000
0;0;182307274516229;354;313;0x4000
0;0;182307501867264;36;33;0x4000
0;0;182313336015123;27;27;0x4000
0;0;182315257956757;77;69;0x4000
0;0;182332297045343;57;45;0x4000
0;0;182335027287873;30;30;0x4000
0;0;182336424262787;376;324;0x4000
0;0;182337892716245;459;394;0x4000
0;0;182369709007085;367;315;0x4000
0;0;182369764245592;25;21;0x4000
0;0;182371538787374;78;57;0x4000
0;0;182384205888357;465;405;0x4000
0;0;182391804814695;55;45;0x4000
0;0;182405079376174;330;282;0x4000
0;0;182406331062218;52;49;0x4000
0;0;182407865158451;93;78;0x4000
0;0;182413225913054;64;60;0x4000
0;0;182414646839701;31;30;0x4000
0;0;182428398712593;45;38;0x4000
0;0;182435552671389;137;121;0x4000
0;0;182439878751545;73;57;0x4000
0;0;182441549218156;84;54;0x4000
0;0;182450567222001;59;50;0x4000
0;0;182460419058609;60;46;0x4000
0;0;182464218123546;47;42;0x4000
0;0;182483521401530;81;71;0x4000
0;0;182484830610557;2580;2188;0x4000
0;0;182513849627435;48;40;0x4000
0;0;182522797087264;72;57;0x4000
0;0;182531081402429;98;94;0x4000
0;0;182567954968757;91;88;0x4000
0;0;182568479829483;50;32;0x4000
0;0;182571356437429;372;324;0x4000
0;0;182584681961982;57;41;0x4000
0;0;182609572411576;36;22;0x4000
0;0;182615743736049;503;411;0x4000
0;0;182617966517124;115;106;0x4000
0;0;182619355872014;75;71;0x4000
0;0;182623898169147;47;44;0x4000
0;0;182624739742335;114;85;0x4000
0;0;182631519929842;48;40;0x4000
0;0;182645248937499;208;176;0x4000
0;0;182645376186233;109;102;0x4000
0;0;182656761516467;44;41;0x4000
0;0;182657638905701;47;44;0x4000
0;0;182658822565874;69;53;0x4000
0;0;182685587099483;316;264;0x4000
0;0;182697150673592;63;56;0x4000
0;0;182703361126077;451;400;0x4000
0;0;182707682518905;66;47;0x4000
0;0;182710862548624;120;99;0x4000
0;0;182712910688858;45;43;0x4000
0;0;182717113461544;75;58;0x4000
0;0;182724734405421;44;26;0x4000
0;0;182731463554685;41;39;0x4000
0;0;182741195195592;91;79;0x4000
0;0;182742292883561;39;30;0x4000
0;0;182743614393077;142;111;0x4000
0;0;182748890248874;45;45;0x4000
0;0;182750114004716;25;26;0x4000
0;0;182751434863812;54;47;0x4000
0;0;182752880040001;50;46;0x4000
0;0;182759000383014;48;36;0x4000
0;0;182770484649639;51;46;0x4000
0;0;182788268386011;190;164;0x4000
0;0;182789267608437;57;56;0x4000
0;0;182793633450374;30;26;0x4000
0;0;182799484436865;84;66;0x4000
0;0;182809295486445;173;157;0x4000
0;0;182818048573732;69;48;0x4000
0;0;182825434191874;19;22;0x4000
0;0;182829913521420;47;36;0x4000
0;0;182835795611265;94;78;0x4000
0;0;182841704420819;80;71;0x4000
0;0;182843382932092;58;52;0x4000
0;0;182846224847608;115;94;0x4000
0;0;182854301760569;82;73;0x4000
0;0;182864590494046;74;62;0x4000
0;0;182868786497436;37;28;0x4000
0;0;182875861424984;123;103;0x4000
0;0;182898582096000;78;74;0x4000
0;0;182898919409483;29;31;0x4000
0;0;182900212071318;113;95;0x4000
0;0;182904193762001;46;48;0x4000
0;0;182907779893764;105;84;0x4000
0;0;182934306021123;44;39;0x4000
0;0;182940226483124;50;45;0x4000
0;0;182940662413685;28;20;0x4000
0;0;182946380742475;261;244;0x4000
0;0;182949164870748;43;36;0x4000
0;0;182950319622960;455;377;0x4000
0;0;182955477794592;271;214;0x4000
0;0;182960148800827;96;81;0x4000
0;0;182968778048338;490;436;0x4000
0;0;182969964892029;55;48;0x4000
0;0;182971767732444;100;76;0x4000
0;0;182978171238553;67;62;0x4000
0;0;182983139944984;48;42;0x4000
0;0;182987825983795;28;31;0x4000
0;0;182992427402468;55;51;0x4000
0;0;182998706422732;65;54;0x4000
0;0;183011895734382;88;73;0x4000
0;0;183023874579764;62;54;0x4000
0;0;183023934646604;511;331;0x4000
0;0;183026411283467;99;102;0x4000
0;0;183031916847248;38;26;0x4000
0;0;183033395444471;350;281;0x4000
0;0;183034891584952;262;226;0x4000
0;0;183037810629920;50;45;0x4000
0;0;183039776247733;25;23;0x4000
0;0;183044865479209;148;137;0x4000
0;0;183068794288484;146;131;0x4000
0;0;183091084253685;22;23;0x4000
0;0;183130908818159;198;181;0x4000
0;0;183139749600733;44;38;0x4000
0;0;183148506752280;75;67;0x4000
0;0;183159554947827;34;22;0x4000
0;0;183162527543483;40;38;0x4000
0;0;183173270559046;66;52;0x4000
0;0;183194239167318;221;198;0x4000
0;0;183197704758389;61;56;0x4000
0;0;183200628681436;53;53;0x4000
0;0;183207923377560;63;50;0x4000
0;0;183217726445279;18;23;0x4000
0;0;183218689443890;36;29;0x4000
0;0;183227219841265;36;36;0x4000
0;0;183238519656858;145;134;0x4000
0;0;183243193432631;47;42;0x4000
0;0;183246414000701;32;34;0x4000
0;0;183251778132202;50;38;0x4000
0;0;183256925803701;59;37;0x4000
0;0;183262737418076;85;78;0x4000
0;0;183263164457421;92;77;0x4000
0;0;183272686297468;90;48;0x4000
0;0;183272827620742;94;86;0x4000
0;0;183275341738011;185;154;0x4000
0;0;183275388786881;78;64;0x4000
0;0;183276694333068;59;50;0x4000
0;0;183288032508639;118;91;0x4000
0;0;183296038209420;48;36;0x4000
0;0;183302750716249;35;36;0x4000
0;0;183319722255373;46;38;0x4000
0;0;183319738025186;99;91;0x4000
0;0;183326523866210;83;64;0x4000
0;0;183330737318990;85;69;0x4000
0;0;183336134232850;242;179;0x4000
0;0;183341809003148;123;97;0x4000
0;0;183346203341233;74;69;0x4000
0;0;183362382614435;60;49;0x4000
0;0;183380272749483;64;52;0x4000
0;0;183388115572030;125;97;0x4000
0;0;183396603786155;28;33;0x4000
0;0;183401295749326;22;22;0x4000
0;0;183410934115396;81;82;0x4000
0;0;183411078799185;31;26;0x4000
0;0;183417429753952;109;78;0x4000
0;0;183435970961326;60;55;0x4000
0;0;183446212154983;49;46;0x4000
0;0;183447704324435;147;126;0x4000
0;0;183451592373374;53;41;0x4000
0;0;183456107669873;23;30;0x4000
0;0;183470465755717;38;37;0x4000
0;0;183481504120764;482;417;0x4000
0;0;183486389632428;135;110;0x4000
0;0;183508321000476;61;57;0x4000
0;0;183514957981857;85;80;0x4000
0;0;183522331238112;380;313;0x4000
0;0;183524493492451;79;61;0x4000
0;0;183528275686749;105;87;0x4000
0;0;183534964958279;51;47;0x4000
0;0;183536029450904;470;381;0x4000
0;0;183559470246530;46;41;0x4000
0;0;183578049973373;54;41;0x4000
0;0;183581519979139;47;43;0x4000
0;0;183584234410436;85;68;0x4000
0;0;183587895382826;68;61;0x4000
0;0;183595460041374;42;35;0x4000
0;0;183599351988310;63;51;0x4000
0;0;183602666934460;133;111;0x4000
0;0;183633586314030;54;50;0x4000
0;0;183638286206632;125;106;0x4000
0;0;183643780759749;71;63;0x4000
0;0;183644498715779;82;63;0x4000
0;0;183646453422205;293;274;0x4000
0;0;183654336761241;44;42;0x4000
0;0;183657046837765;54;44;0x4000
0;0;183660657774998;44;43;0x4000
0;0;183661353227983;51;48;0x4000
0;0;183664574390460;134;111;0x4000
0;0;183664884127843;23;21;0x4000
0;0;183676798455546;122;100;0x4000
0;0;183679777905921;63;59;0x4000
0;0;183683674296287;152;128;0x4000
0;0;183694037748655;62;56;0x4000
0;0;183701496119593;34;38;0x4000
0;0;183712912765546;49;44;0x4000
0;0;183730088633264;68;40;0x4000
0;0;183733871854976;146;110;0x4000
0;0;183735655755514;42;36;0x4000
0;0;183736249913248;60;56;0x4000
0;0;183737365390201;44;45;0x4000
0;0;183747440264677;50;56;0x4000
0;0;183757482940741;407;356;0x4000
0;0;183757634547717;68;63;0x4000
0;0;183774854272976;70;48;0x4000
0;0;183779738290968;88;73;0x4000
0;0;183780267666210;313;283;0x4000
0;0;183786238359311;57;54;0x4000
0;0;183793595356561;49;43;0x4000
0;0;183794513513421;58;54;0x4000
0;0;183804903696982;10;22;0x4000
0;0;183817413220003;331;295;0x4000
0;0;183831688022663;105;86;0x4000
0;0;183839127358802;80;74;0x4000
0;0;183842131703248;42;36;0x4000
0;0;183852363728726;65;59;0x4000
0;0;183855502631764;60;47;0x4000
0;0;183856755234623;42;44;0x4000
0;0;183858058987373;51;39;0x4000
0;0;183860556159529;143;109;0x4000
0;0;183869439528732;65;54;0x4000
0;0;183883055524335;72;67;0x4000
0;0;183908586498733;65;43;0x4000
0;0;183910786416967;52;41;0x4000
0;0;183911015715240;490;419;0x4000
0;0;183915762702702;461;341;0x4000
0;0;183922073487140;22;22;0x4000
0;0;183925754648335;110;88;0x4000
0;0;183933562886177;79;77;0x4000
0;0;183933928032810;42;39;0x4000
0;0;183934328279123;27;26;0x4000
0;0;183941435283405;93;72;0x4000
0;0;183965236137936;75;62;0x4000
0;0;183968193442467;308;266;0x4000
0;0;183977116277210;453;384;0x4000
0;0;183987318888544;151;117;0x4000
0;0;183988096980080;182;167;0x4000
0;0;183988641242620;406;339;0x4000
0;0;183996737958951;55;50;0x4000
0;0;183999068836756;223;178;0x4000
0;0;184000671919608;23;27;0x4000
0;0;184008725259842;57;41;0x4000
0;0;184019862239577;88;66;0x4000
0;0;184026838016295;105;85;0x4000
0;0;184028890646310;52;45;0x4000
0;0;184031230019623;24;24;0x4000
0;0;184034329049482;100;97;0x4000
0;0;184052557426252;402;344;0x4000
0;0;184052818686967;70;54;0x4000
0;0;184058058986702;42;40;0x4000
0;0;184075963352628;295;262;0x4000
0;0;184077256241357;56;52;0x4000
0;0;184080397602656;58;42;0x4000
0;0;184081375168554;142;126;0x4000
0;0;184094287995023;71;55;0x4000
0;0;184097561829936;50;42;0x4000
0;0;184107376930053;74;58;0x4000
0;0;184123346569749;48;47;0x4000
0;0;184125880145062;100;80;0x4000
0;0;184148640196890;54;37;0x4000
0;0;184151454645093;68;60;0x4000
0;0;184155430778109;629;511;0x4000
0;0;184158959028740;308;262;0x4000
0;0;184164358348288;105;90;0x4000
0;0;184187840815656;291;263;0x4000
0;0;184197390414249;55;30;0x4000
0;0;184200892101670;24;26;0x4000
0;0;184203833372749;3915;3301;0x4000
0;0;184205187026725;105;85;0x4000
0;0;184207033768772;74;65;0x4000
0;0;184217541758701;36;30;0x4000
0;0;184219001317311;30;28;0x4000
0;0;184228633535366;68;61;0x4000
0;0;184229144954748;52;49;0x4000
0;0;184251265789390;43;37;0x4000
0;0;184266766326142;434;375;0x4000
0;0;184269694014350;81;70;0x4000
0;0;184270540100542;394;340;0x4000
0;0;184289899877389;63;57;0x4000
0;0;184291640800779;50;34;0x4000
0;0;184292907017687;37;36;0x4000
0;0;184298696353296;64;53;0x4000
0;0;184299439678124;48;43;0x4000
0;0;184303345644867;104;94;0x4000
0;0;184304318113139;3748;3204;0x4000
0;0;184305927532506;107;92;0x4000
0;0;184307624275404;134;121;0x4000
0;0;184323531759123;57;46;0x4000
0;0;184327467673952;26;28;0x4000
0;0;184342661712826;62;57;0x4000
0;0;184344029170015;67;63;0x4000
0;0;184357018367701;26;29;0x4000
0;0;184360072691350;86;68;0x4000
0;0;184363940544959;221;196;0x4000
0;0;184364632250124;42;30;0x4000
0;0;184378940211468;75;66;0x4000
0;0;184380988146975;142;110;0x4000
0;0;184383965077639;101;81;0x4000
0;0;184386637819576;62;47;0x4000
0;0;184388037000197;102;89;0x4000
0;0;184389913113889;29;26;0x4000
0;0;184392050762365;77;71;0x4000
0;0;184392314076685;68;50;0x4000
0;0;184393366857687;54;49;0x4000
0;0;184407116825812;55;45;0x4000
0;0;184412850945936;42;35;0x4000
0;0;184424766315311;22;20;0x4000
0;0;184425708281935;69;52;0x4000
0;0;184426702431022;50;45;0x4000
0;0;184431887829007;563;434;0x4000
0;0;184432872751452;90;74;0x4000
0;0;184440521171193;319;278;0x4000
0;0;184471437773163;356;304;0x4000
0;0;184475877390108;94;80;0x4000
0;0;184477091805248;65;63;0x4000
0;0;184494899852826;57;38;0x4000
0;0;184503599556905;67;57;0x4000
0;0;184515533953202;61;41;0x4000
0;0;184517585667796;40;33;0x4000
0;0;184525657961248;117;103;0x4000
0;0;184539525779467;77;66;0x4000
0;0;184540849345467;26;24;0x4000
0;0;184547137664655;46;43;0x4000
0;0;184549932895701;67;48;0x4000
0;0;184550976768561;274;232;0x4000
0;0;184558593817827;37;35;0x4000
0;0;184578075754382;81;60;0x4000
0;0;184597530300437;73;71;0x4000
0;0;184605886360005;81;79;0x4000
0;0;184629483140095;211;176;0x4000
0;0;184636349304343;71;54;0x4000
0;0;184636893353748;51;43;0x4000
0;0;184639237595249;62;58;0x4000
0;0;184647117263779;69;55;0x4000
0;0;184649805150976;67;59;0x4000
0;0;184652918377248;39;26;0x4000
0;0;184657357235093;54;47;0x4000
0;0;184660217286061;61;51;0x4000
0;0;184673465729703;69;48;0x4000
0;0;184685548368772;47;44;0x4000
0;0;184689446745248;29;27;0x4000
0;0;184689566208210;335;281;0x4000
0;0;184691949636092;53;55;0x4000
0;0;184699386754400;193;175;0x4000
0;0;184711093997265;72;62;0x4000
0;0;184723616529390;49;48;0x4000
0;0;184726168942952;44;43;0x4000
0;0;184755246576241;389;294;0x4000
0;0;184761011981763;50;45;0x4000
0;0;184761227867937;28;23;0x4000
0;0;184766498786546;48;47;0x4000
0;0;184768401151187;71;66;0x4000
0;0;184796602980009;528;471;0x4000
0;0;184802275766904;38;32;0x4000
0;0;184808647918453;333;297;0x4000
0;0;184819225202865;51;46;0x4000
0;0;184825321290216;141;122;0x4000
0;0;184828429567171;58;47;0x4000
0;0;184830158319560;35;34;0x4000
0;0;184842961957099;440;362;0x4000
0;0;184846189352499;63;56;0x4000
0;0;184852589812498;46;41;0x4000
0;0;184852842016694;387;320;0x4000
0;0;184877503636857;539;415;0x4000
0;0;184890562936593;53;39;0x4000
0;0;184890895266392;91;84;0x4000
0;0;184899237648546;44;40;0x4000
0;0;184903338647765;293;229;0x4000
0;0;184909364464983;60;58;0x4000
0;0;184926089815389;62;55;0x4000
0;0;184933248456187;110;91;0x4000
0;0;184936546903906;27;22;0x4000
0;0;184948198555593;32;31;0x4000
0;0;184965314577343;49;43;0x4000
0;0;184969251005006;76;66;0x4000
0;0;184975954432600;82;77;0x4000
0;0;184976765690671;97;63;0x4000
0;0;184984140432944;99;78;0x4000
0;0;184994195882389;95;90;0x4000
0;0;184994740224952;459;399;0x4000
0;0;184996344695256;64;63;0x4000
0;0;185000508371843;50;47;0x4000
0;0;185010716753373;38;33;0x4000
0;0;185017298209482;31;25;0x4000
0;0;185023604843890;42;27;0x4000
0;0;185024184601170;40;36;0x4000
0;0;185038157562343;73;57;0x4000
0;0;185038455921436;90;81;0x4000
0;0;185052348608842;25;30;0x4000
0;0;185060118605984;298;255;0x4000
0;0;185061630937561;54;40;0x4000
0;0;185073061170936;51;39;0x4000
0;0;185082030993780;53;42;0x4000
0;0;185083631283069;84;73;0x4000
0;0;185086403470085;94;88;0x4000
0;0;185096629727623;41;34;0x4000
0;0;185098401404299;282;243;0x4000
0;0;185109947906890;124;93;0x4000
0;0;185112511503217;65;54;0x4000
0;0;185118392661717;281;242;0x4000
0;0;185127703918182;194;178;0x4000
0;0;185128353528913;115;105;0x4000
0;0;185135005190865;99;80;0x4000
0;0;185146968231780;35;31;0x4000
0;0;185154062065483;134;113;0x4000
0;0;185155113122795;61;54;0x4000
0;0;185161564153795;30;26;0x4000
0;0;185165736265545;32;29;0x4000
0;0;185169333482616;70;63;0x4000
0;0;185169377021749;54;38;0x4000
0;0;185169406402983;21;25;0x4000
0;0;185172703703163;69;57;0x4000
0;0;185183893745179;98;81;0x4000
0;0;185192497826983;43;34;0x4000
0;0;185197850561467;59;34;0x4000
0;0;185210664988249;60;50;0x4000
0;0;185211158001404;76;62;0x4000
0;0;185219414504001;49;43;0x4000
0;0;185223119681420;360;308;0x4000
0;0;185229629307202;58;55;0x4000
0;0;185234635832873;52;55;0x4000
0;0;185244871856001;55;49;0x4000
0;0;185250164064718;63;47;0x4000
0;0;185277101153842;47;41;0x4000
0;0;185288049427888;76;60;0x4000
0;0;185292637001359;32;28;0x4000
0;0;185293866355656;59;51;0x4000
0;0;185301212976952;59;42;0x4000
0;0;185303165800960;63;55;0x4000
0;0;185321274571162;2521;2130;0x4000
0;0;185332558835671;55;49;0x4000
0;0;185344707832342;36;32;0x4000
0;0;185350877924779;50;41;0x4000
0;0;185358128469482;121;97;0x4000
0;0;185360277301764;34;30;0x4000
0;0;185364193791749;26;23;0x4000
0;0;185367945494842;56;54;0x4000
0;0;185373761560803;165;142;0x4000
0;0;185390739161054;63;59;0x4000
0;0;185412377371264;61;46;0x4000
0;0;185421731088628;1856;1574;0x4000
0;0;185422519659468;20;19;0x4000
0;0;185436893656359;89;66;0x4000
0;0;185437006532562;46;42;0x4000
0;0;185437700866000;37;33;0x4000
0;0;185441215731115;100;88;0x4000
0;0;185456071846327;72;66;0x4000
0;0;185481948814182;284;250;0x4000
0;0;185485501943311;29;26;0x4000
0;0;185490839300679;82;69;0x4000
0;0;185498735563217;43;34;0x4000
0;0;185499643197639;30;30;0x4000
0;0;185504036736733;512;440;0x4000
0;0;185523602299030;51;44;0x4000
0;0;185525073020467;37;35;0x4000
0;0;185527413097656;161;138;0x4000
0;0;185531703378609;57;48;0x4000
0;0;185538204965796;517;430;0x4000
0;0;185541943341014;72;59;0x4000
0;0;185543757142724;85;70;0x4000
0;0;185559480002804;49;43;0x4000
0;0;185576729237374;3741;3255;0x4000
0;0;185590242410974;97;91;0x4000
0;0;185595441320039;53;51;0x4000
0;0;185603025396483;65;62;0x4000
0;0;185609722184338;314;266;0x4000
0;0;185617857817529;55;33;0x4000
0;0;185624495397624;78;63;0x4000
0;0;185653617181623;62;59;0x4000
0;0;185663052802803;180;144;0x4000
0;0;185666802091859;75;62;0x4000
0;0;185674804624280;43;34;0x4000
0;0;185683650936678;366;295;0x4000
0;0;185685194388905;51;49;0x4000
0;0;185687592727014;60;57;0x4000
0;0;185696320465358;52;47;0x4000
